complaint_text,sector
Irregular water supply causing problems - minor issue for a month,Water
"Paddy crops affected by pest attack, need support - major issue for many days",Agriculture
Frequent power cuts disturbing daily life - immediate issue since yesterday,Electricity
Sewage water overflowing on the street - severe issue since last week - requesting help,Sanitation
Health center closed during working hours - frequent issue since last week,Health
Hospital toilets unhygienic and unusable - severe issue regularly,Health
Auto drivers overcharging passengers on routes - cheppandi emi chestaru,Transport
Irregular water supply causing problems - frequent issue today - kindly fix this,Water
"Stray dogs attacking people, need control measures - major issue today - please take action",Health
Mid-day meal quality is poor and insufficient - severe issue for the past few days - please resolve asap,Education
Drunken driving at night causing danger - minor issue for a month,PublicSafety
Bus stop lacks shelter and seating for passengers - minor issue for many days - plz solve asap,Transport
Loudspeakers used at night disturbing sleep - kindly fix this,PublicSafety
No drinking water supply since yesterday - severe issue for the past few days,Water
Potholes on the main road causing accidents - serious issue for the past few days - please resolve asap,Roads
Waste dumped in open area creating strong smell,Sanitation
Frequent power cuts disturbing daily life - major issue since yesterday - requesting help,Electricity
"Paddy crops affected by pest attack, need support - repeated issue today - kripya isko thik karein",Agriculture
Noise pollution from nearby factory at night - major issue today - kripya isko thik karein,Other
Transformer making unusual noise and sparking - serious issue for a month,Electricity
Complaint: School building walls are cracked and unsafe - urgent issue today,Education
Ambulance not arriving quickly during emergencies - minor issue for a month,Health
 Open drains causing mosquito problem - immediate issue for a month,Sanitation
Overhead water tank leaking heavily - frequent issue today,Water
Illegal sand mining observed nearby,PublicSafety
Health center closed during working hours - urgent issue regularly,Health
Kindly note: Crop insurance claim pending for a long time - urgent issue for a month - no one is taking action,Agriculture
Speeding vehicles in residential area need control - major issue for the past few days,PublicSafety
Kindly note: Railway crossing gate not working causing traffic jams - minor issue for the past few days - please take action,Transport
Government office staff rude and not helpful - severe issue for a month,Other
Need new ration card application processed quickly - major issue since yesterday,Other
Complaint: No proper drinking water facility in school - serious issue for the past few days,Education
School needs more benches and fans - severe issue for the past few days,Education
Open drains causing mosquito problem - severe issue regularly,Sanitation
Open drains causing mosquito problem - urgent issue since yesterday - cheppandi emi chestaru,Sanitation
Drunken driving at night causing danger - major issue today,PublicSafety
Ambulance not arriving quickly during emergencies - minor issue for the past few days,Health
Kindly note: Loudspeakers used at night disturbing sleep - frequent issue since yesterday,PublicSafety
Waste dumped in open area creating strong smell - major issue for a month,Sanitation
Footpath broken and dangerous for pedestrians - serious issue for a month - requesting help,Roads
Street is damaged and difficult for vehicles - repeated issue for the past few days,Roads
Pipeline leakage flooding the street - plz solve asap,Water
City bus route cancelled suddenly without notice - major issue for a month,Transport
Noise pollution from nearby factory at night,Other
Kindly note: Crop insurance claim pending for a long time - please resolve,Agriculture
"Stray dogs attacking people, need control measures - frequent issue for a month",Health
Attention: Sewage water overflowing on the street,Sanitation
Tap water is muddy and smells bad - requesting help - kripya,Water
Overhead water tank leaking heavily - repeated issue today - cheppandi emi chestaru,Water
Complaint: Drunken driving at night causing danger - urgent issue for the past few days,PublicSafety
Footpath broken and dangerous for pedestrians - minor issue for many days - no one is taking action,Roads
Ambulance not arriving quickly during emergencies - repeated issue since yesterday,Health
Street is damaged and difficult for vehicles - serious issue since yesterday,Roads
Waste dumped in open area creating strong smell - severe issue for many days,Sanitation
Attention: Medicines not available in government hospital pharmacy - severe issue for a month,Health
Divider damaged and unsafe for traffic - major issue for many days,Roads
Irregular water supply causing problems - severe issue for the past few days,Water
Open drains causing mosquito problem - minor issue regularly,Sanitation
Electric pole leaning dangerously and may fall - minor issue since yesterday,Electricity
Illegal sand mining observed nearby - serious issue since last week - requesting help,PublicSafety
Delay in pension disbursement for senior citizens - repeated issue for the past few days - kindly fix this,Other
Debris blocking the road and no cleared - serious issue for many days,Roads
Traffic signals not working properly at busy junctions - urgent issue since yesterday,Transport
Street is damaged and difficult for vehicles - minor issue regularly,Roads
Pipeline leakage flooding the street - severe issue since last week,Water
Government office staff rude and not helpful - severe issue today,Other
Pipeline leakage flooding the street - severe issue since yesterday,Water
Overhead water tank leaking heavily - severe issue since last week - kripya isko thik karein,Water
Hospital toilets unhygienic and unusable - severe issue regularly,Health
School needs more benches and fans - serious issue today,Education
Speeding vehicles in residential area need control - urgent issue today,PublicSafety
Kindly note: Frequent power cuts disturbing daily life - urgent issue for many days,Electricity
Bus stop lacks shelter and seating for passengers,Transport
Waste dumped in open area creating strong smell - serious issue for a month,Sanitation
Drunken driving at night causing danger - minor issue since last week - plz,PublicSafety
Ambulance not arriving quickly during emergencies - urgent issue for many days,Health
City bus route cancelled suddenly without notice - frequent issue for a month - plz solve asap,Transport
Electric pole leaning dangerously and may fall - minor issue for the past few days,Electricity
Railway crossing gate not working causing traffic jams - severe issue since yesterday - please resolve asap,Transport
Noise pollution from nearby factory at night - repeated issue for many days - this is urgent,Other
Kindly note: Ambulance not arriving quickly during emergencies - severe issue for a month,Health
Kindly note: Transformer making unusual noise and sparking - serious issue for the past few days - cheppandi,Electricity
Need new ration card application processed quickly - urgent issue regularly,Other
Delay in pension disbursement for senior citizens - severe issue since yesterday,Other
Street lights not working at night - serious issue for a month - this is urgent,Electricity
Waste dumped in open area creating strong smell - major issue for the past few days - kindly fix this,Sanitation
City bus route cancelled suddenly without notice,Transport
Street lights never working at night - serious issue since yesterday - please take action,Electricity
Noise pollution from nearby factory at night - major issue regularly,Other
Government office staff rude and not helpful - repeated issue for many days,Other
School needs more benches and fans - urgent issue today,Education
Overhead water tank leaking heavily - severe issue for many days,Water
Waste dumped in open area creating strong smell - minor issue since last week,Sanitation
Attention: Garbage not collected for many days - frequent issue for a month,Sanitation
Delay in pension disbursement for senior citizens - minor issue since last week,Other
Speeding vehicles in residential area need control - minor issue for a month,PublicSafety
Kindly note: Railway crossing gate not working causing traffic jams,Transport
 Tap water is muddy and smells bad,Water
Noise pollution from nearby factory at night - severe issue today,Other
Frequent power cuts disturbing daily life - major issue since last week,Electricity
Debris blocking the road and not cleared - minor issue since yesterday,Roads
Loudspeakers used at night disturbing sleep - frequent issue today - this is urgent,PublicSafety
Public toilet is filthy and unusable - severe issue for many days,Sanitation
Attention: Public toilet is dirty and unusable - serious issue for many days,Sanitation
Fertilizer subsidy not credited to farmers - urgent issue regularly,Agriculture
Railway crossing gate not working causing traffic jams - frequent issue for the past few days,Transport
Attention: No proper drinking water facility in school - frequent issue for many days - kindly fix this,Education
Kindly note: Ambulance not arriving quickly during emergencies - minor issue for the past few days - please resolve asap,Health
No proper drinking water facility in school - minor issue for the past few days - no one is taking action,Education
Need new ration card application processed quickly - major issue for many days,Other
Voltage fluctuations damaging appliances,Electricity
Mid-day meal quality is poor and insufficient,Education
Kindly note: Public toilet is unclean and unusable - frequent issue since last week,Sanitation
Teachers absent regularly and classes not held - major issue for the past few days - this is urgent,Education
Aadhaar update facility not available at office - serious issue for a month,Other
Government office staff rude and no helpful - immediate issue for many days,Other
School building walls are cracked and unsafe - urgent issue regularly - no one is taking action,Education
Open drains causing mosquito problem,Sanitation
Irrigation water not reaching the fields - minor issue since last week,Agriculture
Complaint: Hospital toilets unhygienic and unusable - minor issue for many days - please resolve asap,Health
Electric pole leaning dangerously and may fall - frequent issue since last week - please resolve,Electricity
Transformer making unusual noise and sparking - minor issue for a month,Electricity
Electric pole leaning dangerously and may fall - frequent issue since yesterday,Electricity
Bus stop lacks shelter and seating for passengers - severe issue for a month - please take action,Transport
"Attention: Stray dogs attacking people, need control measures - major issue for the past few days",Health
Overhead water tank leaking heavily - major issue for a month,Water
Transformer making unusual noise and sparking - urgent issue regularly - kindly fix this,Electricity
Frequent power cuts disturbing daily life - urgent issue for the past few days - this is urgent,Electricity
"Kindly note: Stray dogs attacking people, need control measures - frequent issue for the past few days - no one is taking action",Health
Hospital toilets unhygienic and unusable - urgent issue since yesterday,Health
eletric pole leaning dangerously and may fall,Electricity
Frequent power cuts disturbing daily life - cheppandi emi chestaru,Electricity
Potholes on the main road causing accidents - frequent issue regularly - kripya isko thik karein,Roads
Pipeline leakage flooding the street - major issue for many days,Water
Kindly note: Crop insurance claim pending for a long time - requesting help,Agriculture
Auto drivers overcharging passengers on routes - frequent issue for many days,Transport
Mid-day meal quality is poor and insufficient - major issue regularly,Education
Public toilet is dirty and unusable - frequent issue today,Sanitation
Complaint: Illegal sand mining observed nearby - serious issue since last week - plz solve asap,PublicSafety
Potholes on the main road causing accidents - major issue since last week,Roads
Divider damaged and unsafe for traffic - frequent issue regularly,Roads
 Railway crossing gate not working causing traffic jams - urgent issue regularly,Transport
Tap water is muddy and smells bad - minor issue for the past few days,Water
Debris blocking the road and not cleared - minor issue for the past few days - cheppandi emi chestaru,Roads
Public toilet is dirty and unusable - minor issue for many days - kripya isko thik karein,Sanitation
Footpath broken and dangerous for pedestrians - serious issue since yesterday,Roads
Teachers absent regularly and classes not held - repeated issue since yesterday - this is urgent,Education
Complaint: Tap water is muddy and smells bad - frequent issue for many days,Water
Irrigation water not reaching the fields - repeated issue since last week,Agriculture
Irregular water supply causing problems - severe issue for a month,Water
School building walls are cracked and unsafe - please take action,Education
Drunken driving at night causing danger - urgent issue for a month,PublicSafety
Traffic signals not working properly at busy junctions - frequent issue since yesterday,Transport
Open drains causing mosquito problem - minor issue today,Sanitation
Pipeline leakage flooding the street - minor issue since last week,Water
Need new ration card application processed quickly - urgent issue today - plz solve asap,Other
Loudspeakers used at night disturbing sleep - urgent issue today,PublicSafety
Bus stop lacks shelter and seating for passengers - major issue today - no one is taking action - please fix,Transport
Debris blocking the road and not cleared - frequent issue regularly - kindly fix this,Roads
Divider damaged and unsafe for traffic - minor issue since last week - kindly fix this,Roads
Bus stop lacks shelter and seating for passengers - no one is taking action,Transport
Open drains causing mosquito problem - serious issue for many days,Sanitation
Complaint: No drinking water supply since yesterday - frequent issue since yesterday - kindly fix this,Water
"Paddy crops affected by pest attack, need support - urgent issue regularly",Agriculture
 Debris blocking the road and not cleared - repeated issue since last week,Roads
Complaint: Noise pollution from nearby factory at night - serious issue today - no one is taking action,Other
Garbage not collected for many days - severe issue since last week,Sanitation
Complaint: Auto drivers overcharging passengers on routes - severe issue for many days,Transport
Teachers absent regularly and classes no held - urgent issue for many days - requesting help,Education
Frequent power cuts disturbing daily life - urgent issue since last week - requesting help,Electricity
Kindly note: Teachers absent regularly and classes not held - repeated issue since yesterday - please take action,Education
Overhead water tank leaking heavily - repeated issue today,Water
No proper drinking water facility in school,Education
Tap water is muddy and smells bad - urgent issue since yesterday,Water
School building walls are cracked and unsafe - serious issue since last week,Education
Pipeline leakage flooding the street - severe issue since last week,Water
Noise pollution from nearby factory at night - frequent issue for the past few days,Other
Attention: Government office staff rude and not helpful - serious issue for the past few days,Other
Waste dumped in open area creating strong smell - minor issue today,Sanitation
No proper drinking water facility in school - frequent issue for a month,Education
Debris blocking the road and not cleared - major issue today,Roads
" Paddy crops affected by pest attack, need support - urgent issue today - kindly fix this - please resolve",Agriculture
Irregular water supply causing problems - frequent issue regularly,Water
Attention: Irrigation water not reaching the fields - urgent issue today,Agriculture
Bus stop lacks shelter and seating for passengers - frequent issue for many days - this is urgent,Transport
Transformer making unusual noise and sparking - kindly fix this,Electricity
Seeds never available on time for farmers - this is urgent,Agriculture
Seeds not available on time for farmers - severe issue today - cheppandi emi chestaru,Agriculture
Illegal sand mining observed nearby - major issue for the past few days,PublicSafety
Need new ration card application processed quickly - major issue since yesterday,Other
Noise pollution from nearby factory at night - minor issue since last week - please resolve asap,Other
Garbage not collected for many days - serious issue since last week,Sanitation
Auto drivers overcharging passengers on routes - minor issue today,Transport
Footpath broken and dangerous for pedestrians - severe issue regularly,Roads
Attention: No proper drinking water facility in school - repeated issue today,Education
Teachers absent regularly and classes not held - frequent issue for the past few days,Education
No drinking water supply since yesterday - repeated issue regularly - please take action,Water
Illegal sand mining observed nearby - urgent issue for many days,PublicSafety
Open drains causing mosquito problem - repeated issue since yesterday,Sanitation
Kindly note: Noise pollution from nearby factory at night - serious issue today,Other
Teachers absent regularly and classes not held - urgent issue since yesterday,Education
Footpath broken and dangerous for pedestrians - minor issue for a month,Roads
Ambulance not arriving quickly during emergencies - severe issue for a month,Health
Irregular water supply causing problems - minor issue for the past few days - requesting help,Water
"Stray dogs attacking people, need control measures - major issue since last week - please resolve",Health
Noise pollution from nearby factory at night - serious issue today,Other
 No proper drinking water facility in school - minor issue today,Education
Traffic signals not working properly at busy junctions - frequent issue today,Transport
 Sewage water overflowing on the street - major issue for the past few days - requesting help - please fix,Sanitation
Noise pollution from nearby factory at night,Other
Loudspeakers used at night disturbing sleep - urgent issue since last week,PublicSafety
Auto drivers overcharging passengers on routes - urgent issue for many days - kindly fix this,Transport
Tap water is muddy and smells bad - severe issue for many days,Water
Kindly note: Bus stop lacks shelter and seating for passengers - serious issue for many days - please resolve asap,Transport
Medicines not available in government hospital pharmacy - serious issue for many days,Health
"Paddy crops affected by pest attack, need support - urgent issue since yesterday",Agriculture
Transformer making unusual noise and sparking - urgent issue for many days,Electricity
Mid-day meal quality is poor and insufficient - major issue since yesterday - please take action - kripya,Education
No proper drinking water facility in school - minor issue for many days,Education
Auto drivers overcharging passengers on routes - serious issue today,Transport
Noise pollution from nearby factory at night - minor issue for many days - cheppandi emi chestaru,Other
Attention: Street lights not working at night - serious issue today,Electricity
Kindly note: Public toilet is dirty and unusable - frequent issue today,Sanitation
Pipeline leakage flooding the street - urgent issue since yesterday - this is urgent,Water
Sewage water overflowing on the street - frequent issue regularly - this is urgent,Sanitation
Overhead water tank leaking heavily - serious issue for the past few days,Water
Traffic signals not working properly at busy junctions - repeated issue today,Transport
School building walls are cracked and unsafe - urgent issue regularly,Education
Fertilizer subsidy not credited to farmers - major issue for a month,Agriculture
Fertilizer subsidy not credited to farmers - minor issue since yesterday,Agriculture
Drunken driving at night causing danger - severe issue regularly - kripya isko thik karein,PublicSafety
Complaint: Irrigation water not reaching the fields - minor issue for a month - requesting help,Agriculture
Complaint: Irrigation water not reaching the fields - serious issue for many days,Agriculture
Divider damaged and unsafe for traffic - serious issue for the past few days,Roads
Auto drivers overcharging passengers on routes,Transport
Irrigation water not reaching the fields - severe issue for many days,Agriculture
Bus stop lacks shelter and seating for passengers - cheppandi emi chestaru,Transport
Chain snatching incidents reported in the area - minor issue for many days,PublicSafety
Crop insurance claim pending for a long time - repeated issue today - plz solve asap,Agriculture
No drinking water supply since yesterday - severe issue since yesterday,Water
Waste dumped in open area creating strong smell - repeated issue regularly,Sanitation
pipline leakage flooding the street - major issue today,Water
Pipeline leakage flooding the street - major issue for many days - please resolve asap,Water
Potholes on the main road causing accidents - repeated issue today - requesting help,Roads
Complaint: Potholes on the main road causing accidents - serious issue since last week - kripya isko thik karein,Roads
Railway crossing gate not working causing traffic jams - frequent issue since last week,Transport
Pipeline leakage flooding the street - minor issue regularly,Water
Loudspeakers used at night disturbing sleep - severe issue since yesterday,PublicSafety
Speeding vehicles in residential area need control - repeated issue since last week,PublicSafety
Bus stop lacks shelter and seating for passengers - major issue for the past few days,Transport
Crop insurance claim pending for a long time - repeated issue for a month,Agriculture
Voltage fluctuations damaging appliances - please take action,Electricity
Kindly note: Drunken driving at night causing danger - minor issue for many days - kindly fix this,PublicSafety
Kindly note: Medicines not available in government hospital pharmacy - frequent issue for the past few days,Health
Chain snatching incidents reported in the area - serious issue since last week,PublicSafety
Divider damaged and unsafe for traffic - major issue today,Roads
Health center closed during working hours - repeated issue for the past few days,Health
Loudspeakers used at night disturbing sleep - frequent issue for a month,PublicSafety
Complaint: Street is damaged and difficult for vehicles - urgent issue for a month - cheppandi emi chestaru,Roads
Speeding vehicles in residential area need control - frequent issue for the past few days,PublicSafety
"Paddy crops affected by pest attack, need support - frequent issue since last week - plz",Agriculture
"Paddy crops affected by pest attack, need support - minor issue for the past few days - please take action",Agriculture
Divider damaged and unsafe for traffic - minor issue today,Roads
Health center closed during working hours - urgent issue since last week,Health
Voltage fluctuations damaging appliances - severe issue for the past few days - please take action,Electricity
Voltage fluctuations damaging appliances - major issue for the past few days,Electricity
Street lights not working at night - repeated issue regularly,Electricity
Medicines not available in government hospital pharmacy - severe issue for a month,Health
Government office staff rude and not helpful - serious issue regularly - please take action,Other
Government office staff rude and not helpful - serious issue for the past few days,Other
Potholes on the main road causing accidents - serious issue for many days,Roads
Fertilizer subsidy not credited to farmers - minor issue for a month,Agriculture
Chain snatching incidents reported in the area - urgent issue for the past few days,PublicSafety
Need new ration card application processed quickly - frequent issue for a month - no one is taking action,Other
Irregular water supply causing problems - severe issue since last week,Water
Kindly note: Noise pollution from nearby factory at night - minor issue since last week - cheppandi emi chestaru,Other
School building walls are cracked and unsafe - repeated issue for a month - this is urgent,Education
Street is damaged and difficult for vehicles - minor issue today - please take action,Roads
Debris blocking the road and not cleared - frequent issue today,Roads
Irregular water supply causing problems - minor issue for many days,Water
Teachers absent regularly and classes not held - major issue regularly - cheppandi,Education
Electric pole leaning dangerously and may fall - minor issue today,Electricity
Bus stop lacks shelter and seating for passengers - serious issue regularly,Transport
Footpath broken and dangerous for pedestrians - repeated issue today,Roads
Overhead water tank leaking heavily - urgent issue for a month,Water
Drunken driving at night causing danger - repeated issue for many days,PublicSafety
Railway crossing gate not working causing traffic jams - frequent issue for a month,Transport
Frequent power cuts disturbing daily life - severe issue for the past few days - no one is taking action,Electricity
Irrigation water not reaching the fields - this is urgent,Agriculture
Railway crossing gate not working causing traffic jams - repeated issue for many days,Transport
"Paddy crops affected by pest attack, need support - serious issue for the past few days",Agriculture
Illegal sand mining observed nearby - repeated issue for a month - please take action,PublicSafety
Street is damaged and difficult for vehicles - kindly fix this,Roads
Speeding vehicles in residential area need control - severe issue regularly,PublicSafety
Seeds not available on time for farmers - severe issue since yesterday - no one is taking action,Agriculture
Drunken driving at night causing danger - frequent issue since yesterday,PublicSafety
Pipeline leakage flooding the street - repeated issue for the past few days,Water
City bus route cancelled suddenly without notice - serious issue for the past few days,Transport
"Attention: Paddy crops affected by pest attack, need support - repeated issue for many days",Agriculture
Footpath broken and dangerous for pedestrians - urgent issue for many days,Roads
Fertilizer subsidy not credited to farmers - severe issue for the past few days,Agriculture
Public toilet is dirty and unusable - repeated issue since last week,Sanitation
Complaint: No drinking water supply since yesterday - severe issue regularly,Water
Complaint: Ambulance not arriving quickly during emergencies - frequent issue for a month,Health
Attention: Government office staff rude and not helpful - urgent issue regularly,Other
 Fertilizer subsidy not credited to farmers - major issue for many days,Agriculture
Aadhaar update facility not available at office - minor issue since last week,Other
"Stray dogs attacking people, need control measures - minor issue since yesterday",Health
Bus stop lacks shelter and seating for passengers - severe issue for the past few days,Transport
Frequent power cuts disturbing daily life,Electricity
Attention: Irregular water supply causing problems - serious issue for the past few days,Water
Fertilizer subsidy not credited to farmers - minor issue regularly - please resolve asap,Agriculture
"Stray dogs attacking people, need control measures - plz",Health
Pipeline leakage flooding the street - urgent issue for a month,Water
Street lights not working at night - severe issue since yesterday,Electricity
"Stray dogs attacking people, need control measures - severe issue today",Health
Open drains causing mosquito problem - major issue since yesterday,Sanitation
Aadhaar update facility not available at office - minor issue for many days - cheppandi emi chestaru,Other
Kindly note: School needs more benches and fans - urgent issue since yesterday - plz solve asap,Education
No proper drinking water facility in school - urgent issue for a month,Education
Medicines not available in government hospital pharmacy - minor issue for the past few days - please resolve asap,Health
Seeds not available on time for farmers - urgent issue for a month,Agriculture
Medicines not available in government hospital pharmacy - frequent issue today,Health
Garbage not collected for many days - severe issue today - please fix,Sanitation
No drinking water supply since yesterday - severe issue for many days,Water
Debris blocking the road and not cleared - frequent issue for a month - please resolve asap,Roads
Seeds not available on time for farmers - urgent issue regularly,Agriculture
Crop insurance claim pending for a long time - serious issue today - cheppandi emi chestaru,Agriculture
Potholes on the main road causing accidents - urgent issue for many days - plz,Roads
Seeds not available on time for farmers - minor issue today,Agriculture
 Aadhaar update facility never available at office - severe issue since yesterday,Other
Chain snatching incidents reported in the area - minor issue for many days,PublicSafety
Seeds not available on time for farmers - severe issue for a month,Agriculture
Hospital toilets unhygienic and unusable - major issue today,Health
Complaint: Transformer making unusual noise and sparking - urgent issue for the past few days,Electricity
Government office staff rude and not helpful,Other
Fertilizer subsidy not credited to farmers,Agriculture
Kindly note: Footpath broken and dangerous for pedestrians - serious issue since last week,Roads
Garbage not collected for many days - repeated issue for the past few days,Sanitation
Mid-day meal quality is poor and insufficient - serious issue today - no one is taking action,Education
Kindly note: Irregular water supply causing problems - frequent issue for many days,Water
Seeds not available on time for farmers - urgent issue today,Agriculture
Street lights not working at night - severe issue since yesterday,Electricity
Kindly note: Potholes on the main road causing accidents - frequent issue regularly,Roads
Sewage water overflowing on the street - major issue since yesterday - cheppandi emi chestaru,Sanitation
Street lights not working at night - minor issue regularly,Electricity
Loudspeakers used at night disturbing sleep - major issue regularly - please resolve,PublicSafety
Attention: Tap water is muddy and smells bad - immediate issue since yesterday,Water
Delay in pension disbursement for senior citizens,Other
Crop insurance claim pending for a long time - severe issue for many days,Agriculture
Seeds not available on time for farmers - major issue since last week,Agriculture
Speeding vehicles in residential area need control - urgent issue since yesterday - please take action,PublicSafety
Noise pollution from nearby factory at night - frequent issue for many days,Other
School building walls are cracked and unsafe,Education
Fertilizer subsidy not credited to farmers - major issue for many days,Agriculture
Public toilet is dirty and unusable - serious issue today,Sanitation
Complaint: School needs more benches and fans - major issue for the past few days,Education
Need new ration card application processed quickly - urgent issue today - kindly fix this,Other
Transformer making unusual noise and sparking - serious issue for a month - kindly fix this,Electricity
Transformer making unusual noise and sparking - severe issue for a month,Electricity
Medicines not available in government hospital pharmacy - serious issue regularly - no one is taking action,Health
Irrigation water not reaching the fields - severe issue today,Agriculture
Need new ration card application processed quickly - frequent issue regularly,Other
 Hospital toilets unhygienic and unusable - major issue for a month,Health
Attention: Speeding vehicles in residential area need control - urgent issue today,PublicSafety
"Paddy crops affected by pest attack, need support - major issue today",Agriculture
Railway crossing gate not working causing traffic jams - frequent issue for many days - kindly fix this,Transport
Overhead water tank leaking heavily - major issue since yesterday,Water
Voltage fluctuations damaging appliances - urgent issue regularly,Electricity
Overhead water tank leaking heavily - urgent issue for a month,Water
"Paddy crops affected by pest attack, need support - severe issue regularly",Agriculture
Complaint: Fertilizer subsidy not credited to farmers - severe issue for many days,Agriculture
Traffic signals not working properly at busy junctions - severe issue since last week,Transport
Kindly note: City bus route cancelled suddenly without notice - major issue regularly,Transport
School building walls are cracked and unsafe - serious issue regularly,Education
Teachers absent regularly and classes not held - repeated issue since yesterday,Education
Overhead water tank leaking heavily - severe issue for a month - plz solve asap,Water
No proper drinking water facility in school,Education
Teachers absent regularly and classes not held - minor issue for the past few days - please resolve asap - plz,Education
Crop insurance claim pending for a long time - severe issue for a month,Agriculture
Railway crossing gate not working causing traffic jams - serious issue for many days,Transport
Need new ration card application processed quickly - no one is taking action,Other
Aadhaar update facility not available at office - repeated issue for many days - kripya isko thik karein,Other
 School needs more benches and fans - serious issue for the past few days - please take action,Education
City bus route cancelled suddenly without notice - serious issue since yesterday - no one is taking action,Transport
Electric pole leaning dangerously and may fall - serious issue since yesterday,Electricity
Health center closed during working hours - minor issue for the past few days,Health
Attention: Illegal sand mining observed nearby - severe issue for the past few days,PublicSafety
"Complaint: Paddy crops affected by pest attack, need support - frequent issue regularly",Agriculture
Electric pole leaning dangerously and may fall - repeated issue for a month - requesting help,Electricity
Complaint: Medicines not available in government hospital pharmacy - kripya,Health
Garbage not collected for many days - serious issue today,Sanitation
Auto drivers overcharging passengers on routes,Transport
 Fertilizer subsidy not credited to farmers - urgent issue for a month,Agriculture
Divider damaged and unsafe for traffic - minor issue for a month - please resolve asap,Roads
"Stray dogs attacking people, need control measures - urgent issue today",Health
Pipeline leakage flooding the street - major issue for many days,Water
Irregular water supply causing problems - severe issue regularly,Water
Sewage water overflowing on the street - minor issue for many days,Sanitation
Garbage not collected for many days,Sanitation
Government office staff rude and not helpful - plz solve asap,Other
Potholes on the main road causing accidents - minor issue for the past few days - please resolve asap,Roads
Waste dumped in open area creating strong smell - severe issue for the past few days,Sanitation
Footpath broken and dangerous for pedestrians - repeated issue since yesterday,Roads
Sewage water overflowing on the street - severe issue today,Sanitation
School building walls are cracked and unsafe - frequent issue for many days - cheppandi emi chestaru,Education
Aadhaar update facility not available at office - minor issue since yesterday,Other
Health center closed during working hours - minor issue today,Health
Kindly note: School needs more benches and fans - minor issue since last week,Education
Loudspeakers used at night disturbing sleep - major issue regularly,PublicSafety
Frequent power cuts disturbing daily life,Electricity
Electric pole leaning dangerously and may fall - minor issue regularly - cheppandi emi chestaru,Electricity
Health center closed during working hours - minor issue since last week,Health
Fertilizer subsidy not credited to farmers - repeated issue for many days,Agriculture
Garbage not collected for many days - severe issue for many days - plz solve asap,Sanitation
Ambulance not arriving quickly during emergencies - serious issue for many days - kripya isko thik karein,Health
Kindly note: Transformer making unusual noise and sparking - severe issue for a month,Electricity
Crop insurance claim pending for a long time - serious issue today,Agriculture
Crop insurance claim pending for a long time - minor issue since last week,Agriculture
Complaint: Overhead water tank leaking heavily - requesting help,Water
Open drains causing mosquito problem - severe issue since yesterday - plz,Sanitation
Garbage not collected for many days - minor issue since last week - requesting help,Sanitation
Traffic signals not working properly at busy junctions - minor issue regularly - kripya isko thik karein,Transport
Divider damaged and unsafe for traffic - frequent issue since last week - cheppandi emi chestaru,Roads
Bus stop lacks shelter and seating for passengers - serious issue for many days - no one is taking action,Transport
Health center closed during working hours - severe issue since last week,Health
Waste dumped in open area creating strong smell - major issue since yesterday - requesting help,Sanitation
Public toilet is unclean and unusable - frequent issue since last week,Sanitation
Medicines not available in government hospital pharmacy - repeated issue since last week,Health
Debris blocking the road and no cleared - frequent issue regularly - please resolve asap,Roads
School building walls are cracked and unsafe - frequent issue for many days,Education
Noise pollution from nearby factory at night - severe issue for the past few days,Other
Attention: Medicines not available in government hospital pharmacy - repeated issue for the past few days,Health
Transformer making unusual noise and sparking,Electricity
Overhead water tank leaking heavily - serious issue today,Water
Hospital toilets unhygienic and unusable - frequent issue for the past few days,Health
Street lights not working at night - severe issue for the past few days - no one is taking action,Electricity
Debris blocking the road and not cleared - repeated issue since yesterday - please take action - please fix,Roads
Divider damaged and unsafe for traffic - cheppandi emi chestaru,Roads
Need new ration card application processed quickly - frequent issue for the past few days,Other
Transformer making unusual noise and sparking - minor issue for the past few days,Electricity
City bus route cancelled suddenly without notice - minor issue for many days,Transport
Traffic signals not working properly at busy junctions - major issue regularly,Transport
Aadhaar update facility not available at office - severe issue since yesterday - kripya isko thik karein,Other
City bus route cancelled suddenly without notice - serious issue for many days,Transport
Health center closed during working hours - minor issue for many days - this is urgent,Health
Waste dumped in open area creating strong smell - urgent issue since yesterday,Sanitation
Irrigation water not reaching the fields - urgent issue for many days,Agriculture
 Railway crossing gate not working causing traffic jams - frequent issue for many days,Transport
Health center closed during working hours - frequent issue regularly,Health
Kindly note: Frequent power cuts disturbing daily life,Electricity
Sewage water overflowing on the street - severe issue regularly - no one is taking action,Sanitation
"Paddy crops affected by pest attack, need support - urgent issue for many days - cheppandi emi chestaru",Agriculture
Tap water is muddy and smells bad,Water
Need new ration card application processed quickly - severe issue for the past few days - please take action - cheppandi,Other
Open drains causing mosquito problem - urgent issue for a month,Sanitation
Auto drivers overcharging passengers on routes - minor issue for many days,Transport
Complaint: Illegal sand mining observed nearby - serious issue for the past few days - kripya isko thik karein,PublicSafety
Footpath broken and dangerous for pedestrians - no one is taking action,Roads
Electric pole leaning dangerously and may fall - asap issue today,Electricity
Debris blocking the road and not cleared - urgent issue regularly - please take action,Roads
Aadhaar update facility not available at office - severe issue since last week - this is urgent,Other
Complaint: Irregular water supply causing problems - repeated issue for many days,Water
Health center closed during working hours - asap issue since yesterday,Health
Sewage water overflowing on the street - urgent issue for a month - please resolve,Sanitation
Health center closed during working hours - minor issue since last week,Health
